t,pX,pY,pZ,aX,aY,aZ,reX,reY,reZ,rtX,rtY,rtZ,ID
3.06,-43.30582,1.101693,-39.82857,2.919984989083672,-0.0910233150387557,1.4304941722115174,14.60366,356.3865,163.5979,-0.01283213,-0.130195,0.9818307,5
3.08,-43.30658,1.301527,-39.82808,2.968504860202729,-0.075187578381138,1.4446192497678183,14.61991,356.3922,163.6206,-0.01278834,-0.1303247,0.9818413,5
3.1,-43.30733,1.501359,-39.82759,3.01506675625526,-0.1059802999719729,1.4552606996923565,14.63626,356.398,163.6434,-0.01274421,-0.1304552,0.9818518,5
3.12,-43.29469,1.155027,-39.80756,3.057163696960198,-0.1100249154272374,1.462986437143316,14.72019,0.03932196,163.6398,0.01856427,-0.1267531,0.981664,5
3.14,-43.29567,1.35481,-39.80693,3.101812194077139,-0.1345367843468545,1.4660027539092058,14.73896,0.04926859,163.671,0.01863804,-0.1269068,0.98168,5
3.16,-43.22,1.163043,-39.71767,3.142181271247556,-0.1329203149614807,1.4656017974800255,17.76647,5.300836,166.1928,0.06389762,-0.1476461,0.9789343,5
3.18,-43.22834,1.360839,-39.70934,3.177871246013167,-0.1069193163464865,1.4617656757181925,17.97704,5.494374,166.4959,0.0653603,-0.1494087,0.9788615,5
3.2,-43.23673,1.558635,-39.70111,3.208616949938202,-0.0582550951556632,1.4545515125543087,18.1795,5.683388,166.7997,0.06676556,-0.1511146,0.9787915,5
3.22,-43.09534,1.182487,-39.61208,3.2251506352884807,-0.085534205048378,1.4400473194165606,14.64189,13.21999,168.7919,0.1259874,-0.1148259,0.9791135,5
3.24,-43.08717,1.377352,-39.58121,3.2376609774134897,-0.086928707833894,1.4233613238609797,15.6103,13.07393,168.7413,0.1254805,-0.1232072,0.9780312,5
3.26,-42.92295,1.209274,-39.50291,3.2476257637264974,-0.1118605217748558,1.404921304245068,5.980581,22.26765,171.6607,0.1960496,-0.03702816,0.9765171,5
3.28,-42.89956,1.399507,-39.4564,3.253304496362724,-0.1112062706272977,1.384338830520809,7.551973,21.8372,171.4482,0.1932982,-0.05039168,0.9761088,5
3.3,-42.87649,1.58899,-39.4097,3.254445173251652,-0.0867022814790969,1.3615885509240222,9.133181,21.39775,171.2266,0.1904998,-0.06384978,0.9754973,5
3.32,-42.70495,1.234566,-39.35189,3.242345418159081,-0.1118277427688012,1.3348008921467356,359.8944,29.71144,175.2497,0.2561286,0.01151515,0.9657536,5
3.34,-42.66101,1.411609,-39.27127,3.2261495390051884,-0.1115910420570401,1.3069338510165665,2.630731,29.22359,175.165,0.2529146,-0.01155522,0.9662971,5
3.36,-42.6174,1.586734,-39.19217,3.195877850785505,-0.1411989896307824,1.2741567212190397,5.358062,28.75842,175.0418,0.2497933,-0.03450419,0.9662071,5
3.38,-42.39135,1.268765,-39.19095,3.1615900090944304,-0.1448039690322063,1.2410572407969802,354.1908,38.00825,179.9983,0.3252172,0.04791602,0.9442807,5
3.4,-42.3265,1.431111,-39.08429,3.1231871616709306,-0.1241828323897022,1.2077359198013893,357.8242,37.48613,180.2562,0.3213063,0.01726149,0.9467824,5
3.42,-42.23587,1.257657,-39.1482,3.064972790833472,-0.1564398490393983,1.165993834399221,358.6441,43.10493,181.2984,0.3674286,0.006842046,0.9299077,5
3.44,-42.17965,1.431277,-39.07109,3.0038654342383087,-0.1622378231257853,1.124670911130334,1.438025,42.60201,181.4898,0.3630563,-0.01641293,0.9315922,5
3.46,-42.1246,1.602664,-38.9948,2.9281676168837256,-0.1947324368075998,1.0792007584611332,4.235062,42.1077,181.6568,0.3584639,-0.03966955,0.9327005,5
3.48,-42.08443,1.243229,-39.08472,2.850720089149835,-0.2002319919887048,1.034421999317387,5.544162,47.06562,182.5481,0.3977225,-0.05319722,0.9159617,5
3.5,-42.01948,1.417262,-39.00743,2.771596362670904,-0.1805262340342686,0.9901336872765728,8.523067,46.59182,182.7749,0.3926184,-0.07778062,0.9163784,5
3.52,-41.97628,1.221966,-39.05659,2.670934993564263,-0.2167780617584477,0.9396114114624536,11.23873,50.55813,183.3312,0.4222222,-0.1008575,0.9007285,5
3.54,-41.90804,1.400483,-38.98582,2.570031576837656,-0.2248569125047446,0.8904306989880091,14.17248,50.10685,183.5553,0.4165596,-0.1247384,0.9001816,5
3.56,-41.84095,1.576642,-38.91562,2.468844635185153,-0.2065968876730223,0.8425216587978603,17.10749,49.66154,183.7584,0.4106186,-0.1485316,0.8990229,5
3.58,-41.8619,1.194195,-39.01622,2.344561400179747,-0.2439998193996629,0.7865679377832633,15.46709,53.34282,183.7412,0.4406283,-0.1347027,0.8869678,5
3.6,-41.79002,1.377522,-38.95104,2.221412698387832,-0.2522328558386577,0.7328826209363015,18.40804,52.90123,183.9385,0.4345108,-0.1582312,0.8857177,5
3.62,-41.77239,1.170414,-38.98779,2.08483456970112,-0.289211735679813,0.6767702421370432,19.5325,54.15728,184.0799,0.4429554,-0.1669082,0.8796718,5
3.64,-41.69949,1.358678,-38.92764,1.9501880259490785,-0.2960917462965236,0.6234382238980851,22.43744,53.70318,184.2027,0.4363877,-0.1897066,0.8777652,5
3.66,-41.62736,1.544754,-38.86761,1.817564577139307,-0.2747863370005969,0.5728711020802661,25.34279,53.24614,184.3028,0.4295351,-0.2123758,0.875276,5
3.68,-41.66815,1.146442,-38.94234,1.666518662439338,-0.3107873177097488,0.5161218791853512,24.07731,53.83937,184.0741,0.4358937,-0.201593,0.8748379,5
3.7,-41.59233,1.339454,-38.88536,1.519131117574025,-0.3158240572489233,0.463312262701149,27.03255,53.33823,184.0636,0.4287271,-0.2241979,0.8720368,5
3.72,-41.5751,1.129009,-38.89715,1.3755317119452624,-0.2918615267297373,0.4144175828276699,29.58948,52.10062,183.7434,0.4168811,-0.2431605,0.8718231,5
3.74,-41.4982,1.325977,-38.84235,1.21715513471014,-0.3246446548997798,0.3600292936275284,32.55877,51.51036,183.56,0.4090613,-0.2653083,0.8679146,5
3.76,-41.4217,1.520748,-38.78739,1.0646246489373947,-0.3258862121223215,0.3107366139312155,35.52822,50.88781,183.3324,0.400959,-0.2872862,0.8633994,5
3.78,-41.43125,1.118685,-38.81232,0.9110771856816484,-0.3542976844231789,0.2620482350990301,37.25792,50.71254,183.0221,0.3980554,-0.2992652,0.8596266,5
3.8,-41.34663,1.317795,-38.75475,0.7647184207360178,-0.3508483788701227,0.2192240317763767,40.48576,49.96745,182.6224,0.3889931,-0.3226102,0.8535631,5
