t,pX,pY,pZ,aX,aY,aZ,reX,reY,reZ,rtX,rtY,rtZ,ID
5.04,-41.30571,1.101702,-35.82837,3.365422808422052,-0.0696238987693168,1.9208235463817545,14.63806,356.3557,163.6092,-0.01306503,-0.130525,0.9818043,10
5.06,-41.30647,1.301532,-35.82785,3.4093193054389497,-0.1094458033755405,1.9194858983393903,14.65524,356.3615,163.6321,-0.01301971,-0.1306625,0.9818141,10
5.08,-41.30723,1.501359,-35.82734,3.449574691628623,-0.1226292497898583,1.9146536332739208,14.67254,356.3674,163.6552,-0.01297409,-0.1308009,0.9818239,10
5.1,-41.30799,1.701187,-35.82681,3.4858522102999787,-0.1110764098113997,1.906249097217792,14.68983,356.3732,163.6783,-0.01292848,-0.1309393,0.9818339,10
5.12,-41.25078,1.156399,-35.78454,3.527770054854246,-0.1421477708595561,1.897893539217673,15.09271,3.515836,163.213,0.04924627,-0.1254214,0.9796711,10
5.14,-41.23092,1.357351,-35.76867,3.566348289605191,-0.1480667065566678,1.8866675371200188,15.41615,4.760438,162.7755,0.06075905,-0.1263361,0.9781111,10
5.16,-41.12279,1.163036,-35.67631,3.6011765948229195,-0.1307541507722486,1.8724124211458413,18.49787,9.854414,165.6195,0.1041494,-0.1482604,0.9738913,10
5.18,-41.10156,1.360097,-35.64505,3.622193297292703,-0.1593689681934552,1.850700279628985,19.3824,11.07203,165.3273,0.1157117,-0.1540381,0.9710262,10
5.2,-41.07996,1.556811,-35.61415,3.640506192260077,-0.1632509576202689,1.8265203810566204,20.27484,12.28968,165.0517,0.1272394,-0.159805,0.9679664,10
5.22,-40.95541,1.181487,-35.54491,3.655671426373433,-0.144327308402121,1.799719111266561,15.17842,19.66644,168.5266,0.1814444,-0.1125565,0.9695323,10
5.24,-40.92304,1.374706,-35.50382,3.663498851891543,-0.1716465531763996,1.7714057502331286,16.57077,20.5853,168.1976,0.1904515,-0.122855,0.9658318,10
5.26,-40.88966,1.567217,-35.46302,3.668547344176531,-0.1745856525689207,1.7407280645319476,17.97902,21.53831,167.8797,0.1997316,-0.1331597,0.9618165,10
5.28,-40.66956,1.210981,-35.34751,3.670366406722404,-0.1550466699156586,1.707542334479772,3.702076,34.13383,173.0264,0.2946703,-0.01298113,0.9531186,10
