pX,pY,pZ,aX,aY,aZ,reX,reY,reZ,rtX,rtY,rtZ,t,ID
-43.00042,0.23,-37.99971,4.881534349607435,0.0519822632099178,5.050447671102127,0.01615668,0.0135938,0.02369656,0.0001410182,0.0001185991,0.0002067748,6.31999985873699,15
-43.00084,0.43,-37.99943,5.3623276335393015,-0.1290711087629692,5.2545052854394925,0.0323158,0.01360392,0.04739742,0.0002820576,0.0001185999,0.000413587,6.33999985828996,15
-43.00126,0.63,-37.99914,5.775054317826928,-0.0934459060839341,5.403077698439574,0.04862931,0.01362087,0.07127771,0.0004244446,0.0001186006,0.0006219647,6.35999985784292,15
-43.00167,0.2833333,-37.99879,6.120150556612693,0.1345697326534189,5.497511765244866,0.02543708,4.930165,0.03784307,0.0002359789,0.04301045,0.00032039,6.37999985739589,15
-43.00229,0.4833333,-37.99829,6.560663740115423,-0.322019508151766,5.5748214525450095,0.05085535,4.93019,0.07567916,0.0004717912,0.04301044,0.000640726,6.39999985694885,15
-42.9894,0.2833333,-37.96307,6.91829780970842,-0.5292085558172841,5.591708157880248,0.9106842,9.17039,0.5486419,0.00830434,0.07989999,0.004137015,6.41999985650182,15
-42.9964,0.4833333,-37.94567,7.194763284141999,-0.5123317340581033,5.550924535287486,1.821278,9.183474,1.09755,0.0166079,0.07988967,0.008273576,6.43999985605478,15
-43.00338,0.6833333,-37.92828,7.569194902943352,-0.9359901515325038,5.508550119628616,2.733767,9.205353,1.648074,0.0249287,0.0798724,0.0124172,6.45999985560775,15
-43.01036,0.8833333,-37.91091,7.846254109790131,-1.1062760662757656,5.405091281811963,3.648097,9.236115,2.200696,0.03326644,0.07984816,0.01656919,6.47999985516071,15
-42.95317,0.2833333,-37.85417,8.029210897730252,-1.0485228143509056,5.244494526418912,1.614303,16.7868,0.1806642,0.01416619,0.1459325,-0.0004967114,6.49999985471368,15
-42.94792,0.4833334,-37.82616,8.317206958273495,-1.4273337279180809,5.095786366812462,3.228735,16.79442,0.3610353,0.02833005,0.1458884,-0.0009985089,6.51999985426664,15
-42.9427,0.6833334,-37.79817,8.495854004900487,-1.5487996137208828,4.887180727169181,4.845552,16.80697,0.5392063,0.04250555,0.1458142,-0.001527052,6.53999985381961,15
-42.84366,0.2833331,-37.7005,8.570118976491344,-1.438253690910542,4.623821987446782,3.144054,25.27703,0.1076464,0.02697434,0.2186916,-0.005086162,6.55999985337257,15
-42.82177,0.4833332,-37.64983,8.545248302532386,-1.119984900520654,4.311002218029564,6.290467,25.28573,0.2135796,0.053944,0.2184435,-0.01019303,6.57999985292554,15
-42.79988,0.6833333,-37.59918,8.584327774669632,-1.4709879882288948,3.9995914185864407,9.438929,25.30037,0.3205311,0.08089,0.21803,-0.01529843,6.5999998524785,15
-42.64289,0.2833334,-37.469,8.51700480193901,-1.5572581240626224,3.641712356947174,4.664212,34.0717,0.197772,0.03941136,0.2926598,-0.01027264,6.61999985203147,15
