pX,pY,pZ,aX,aY,aZ,reX,reY,reZ,rtX,rtY,rtZ,t,ID
-42.00041,0.23,-35.99972,4.228918539857837,0.2819700121092064,5.083643649057088,0.0156865,0.009936067,0.02319509,0.0001369081,8.668083e-05,0.0002024035,0.339999992400408,1
-42.00082,0.43,-35.99944,4.599454138712709,-0.0085027707049407,5.349336015989351,0.03140735,0.009945675,0.04642619,0.000274116,8.668132e-05,0.0004051211,0.359999991953373,1
-42.00122,0.63,-35.99917,4.916675009644578,-0.0660928995518388,5.562105518565382,0.04724756,0.009961801,0.06983411,0.0004123655,8.668182e-05,0.0006093815,0.379999991506338,1
-42.00095,0.08333334,-35.99935,5.2914706579474,-0.3430102840557179,5.784730963518442,5.912661e-10,3.925794,-8.637785e-09,2.57484e-12,0.03425232,-7.55114e-11,0.386657299552965,1
-42.00152,0.2833333,-35.9989,5.6010569540043065,-0.3854420473677227,5.946345870729424,0.02345954,3.931866,0.0341143,0.0002148153,0.03430521,0.0002905052,0.399999991059303,1
-42.00209,0.4833333,-35.99845,5.846457842952013,-0.2187220852812915,6.04840614041062,0.04693172,3.931886,0.06819148,0.0004297299,0.0343052,0.0005806826,0.419999990612268,1
-41.99109,0.2833333,-35.97299,6.116896357980686,-0.5074531574198774,6.1328555311974,0.7554144,8.57634,0.4391401,0.006860223,0.07474547,0.003328487,0.439999990165234,1
-41.99676,0.4833333,-35.95866,6.316186611092128,-0.5577259904660162,6.154578812672504,1.51071,8.585029,0.8784443,0.01371941,0.07473896,0.006656928,0.459999989718199,1
-42.00243,0.6833334,-35.94434,6.555973024931994,-0.8217504961347621,6.181635536668388,2.267995,8.599553,1.319057,0.02059653,0.07472803,0.009992335,0.479999989271164,1
-41.9616,0.2833333,-35.90748,6.715706993991248,-0.8457135862300194,6.142611471309252,1.378821,13.92992,0.1173833,0.0120676,0.1212412,-0.0004423208,0.499999988824129,1
-41.95771,0.4833332,-35.88348,6.798436788376272,-0.6549496111247385,6.041001329429527,2.757669,13.93415,0.2346381,0.02413345,0.1212147,-0.000886902,0.519999988377094,1
-41.89467,0.2833333,-35.81279,6.894742271382242,-0.9140606655610308,5.922562241167128,2.471536,19.64605,0.03972919,0.0213095,0.1705584,-0.00333783,0.539999987930059,1
-41.8807,0.4833335,-35.77166,6.911662055260926,-0.9291382765706048,5.741447589210651,4.944487,19.64855,0.07840338,0.04261947,0.1704391,-0.006686524,0.559999987483025,1
-41.86674,0.6833333,-35.73056,6.962364545255426,-1.1523917838545097,5.567946516793327,7.419806,19.65274,0.1172053,0.06392969,0.1702401,-0.01003702,0.57999998703599,1
-41.78307,0.2833331,-35.65379,6.929519807941084,-1.1300087667115155,5.331469046269504,3.706312,25.5951,0.09466061,0.03171759,0.2213648,-0.006357965,0.599999986588955,1
-41.75645,0.4833332,-35.59443,6.9513339094888025,-1.314198898328752,5.1252498532221615,7.415987,25.60424,0.1889641,0.06342842,0.2210164,-0.01272553,0.61999998614192,1
-41.63699,0.2833333,-35.47458,6.883705842296635,-1.2511489853592117,4.855957099836257,4.7744,31.32828,0.1991001,0.04057416,0.2696934,-0.009574556,0.639999985694885,1
-41.59642,0.4833338,-35.40127,6.732754431253291,-0.9661931791121828,4.530147786270511,9.551746,31.3533,0.3995551,0.08109957,0.2689888,-0.01915149,0.65999998524785,1
-41.55587,0.6833341,-35.32799,6.614293276109095,-1.1239335070750107,4.2230388004409605,14.3307,31.39596,0.6055747,0.1214978,0.2678152,-0.02870038,0.679999984800816,1
-41.44863,0.2833333,-35.25743,6.412386098143514,-1.0304616537008608,3.863554301271265,3.620363,36.62892,0.1949402,0.03052256,0.3140238,-0.008311871,0.699999984353781,1
-41.41364,0.4833332,-35.20475,6.134434929286982,-0.711111300822407,3.45931232872012,7.23915,36.64746,0.3907813,0.06100006,0.3135524,-0.01661669,0.719999983906746,1
-41.26363,0.2833333,-35.08491,5.872508297966782,-0.8304855533100509,3.068324702900636,3.659049,41.1655,0.2102602,0.03053251,0.3513252,-0.009506948,0.739999983459711,1
-41.22432,0.4833331,-35.03445,5.54002995104031,-0.6946752301909624,2.641099815848566,7.317026,41.18578,0.4221274,0.0610251,0.3507863,-0.01900201,0.759999983012676,1
-41.18502,0.683333,-34.98401,5.253131920420103,-0.7558900030841578,2.2560879155875924,10.97402,41.22,0.6372125,0.09144722,0.349889,-0.02847725,0.779999982565641,1
-41.04438,0.2833333,-34.88691,4.899425294083066,-0.5603167837935364,1.8434387572304625,3.638145,44.69923,0.1951321,0.03000607,0.380015,-0.01049653,0.799999982118607,1
-41.00211,0.483333,-34.83943,4.488524271845442,-0.1332896025349609,1.4124232363633062,7.275234,44.71794,0.3917214,0.05997324,0.379439,-0.0209801,0.819999981671572,1
-40.91753,0.2833337,-34.78504,4.115144432246204,-0.139411232783578,1.025742503111939,3.597061,47.02518,0.244386,0.02962963,0.3986918,-0.01056645,0.839999981224537,1
-40.87448,0.4833337,-34.73918,3.694224827829707,-0.1248685596853116,0.6329682961868635,7.193045,47.04834,0.4904965,0.05922113,0.3980999,-0.02112063,0.859999980777502,1
-40.72766,0.2833337,-34.63494,3.3478602791073016,-0.5695748840031425,0.3161819328751214,3.549034,50.67553,0.3696896,0.02936712,0.427656,-0.01033764,0.879999980330467,1
-40.68379,0.4833337,-34.59077,2.963503895044276,-0.1521079156773467,0.006639291435345,7.096937,50.7101,0.742048,0.05869734,0.4270341,-0.02066305,0.899999979883432,1
-40.63993,0.6833336,-34.54662,2.690729888489386,-0.1474036010922962,-0.1962090525466706,10.64349,50.7684,1.119959,0.08796159,0.4259989,-0.0309664,0.919999979436398,1
-40.51365,0.2833333,-34.46477,2.392122994352974,-0.1285863292488707,-0.3805251273075782,3.500288,53.17831,0.4104894,0.0289134,0.4472804,-0.01046792,0.939999978989363,1
-40.46901,0.4833333,-34.42249,2.0661449253314927,0.3312205668041867,-0.5651139671977141,6.999364,53.21615,0.8238713,0.05779069,0.4466459,-0.0209234,0.959999978542328,1
-40.32168,0.2833333,-34.31888,1.8511222050677176,0.1136013860404411,-0.6598191700335363,3.455547,54.65854,0.4632233,0.02864023,0.4587827,-0.01025266,0.979999978095293,1
-40.27713,0.4833335,-34.27748,1.6414147981570864,-0.1155179078890354,-0.7327012459408593,6.90983,54.70068,0.92955,0.05724478,0.4581459,-0.02049388,0.999999977648258,1
-40.2326,0.6833332,-34.23607,1.5292035885645276,-0.117085660360125,-0.7124093759273471,10.36259,54.77134,1.39985,0.08577676,0.4570845,-0.03073395,1.01999997720122,1
-40.10629,0.2833333,-34.15525,1.417561004099518,-0.104540596529078,-0.6755127217648855,3.421426,55.61426,0.3626356,0.02788126,0.4662029,-0.01112842,1.03999997675419,1
-40.06059,0.483333,-34.11633,1.2493800365020815,0.3489935385763499,-0.6688012708565232,6.841601,55.64682,0.7265272,0.05572337,0.4655725,-0.02225258,1.05999997630715,1
-39.91264,0.2833332,-34.01591,1.1949550212128417,0.1251011762613201,-0.5828416707610842,3.389359,55.47036,0.2496012,0.02718886,0.465124,-0.01183593,1.07999997586012,1
-39.86638,0.483333,-33.97881,1.1485218064173566,-0.1102902689669919,-0.4891216980115622,6.777439,55.49256,0.500053,0.05434079,0.4645104,-0.02366348,1.09999997541308,1
-39.69529,0.283333,-33.85961,1.172379651442192,-0.1181304881896591,-0.3356073401639428,3.354705,54.97022,0.1794734,0.02668982,0.4612791,-0.01212032,1.11999997496605,1
-39.64915,0.4833333,-33.82346,1.1898009189331589,-0.1118578597478624,-0.1983931598619399,6.708051,54.98604,0.3597961,0.05334491,0.4606846,-0.02422787,1.13999997451901,1
-39.60303,0.6833333,-33.78731,1.10182294399862,0.3354038446726632,-0.1454680740076099,10.06041,55.01271,0.5425764,0.07994694,0.4596949,-0.03631128,1.15999997407198,1
-39.45437,0.2833338,-33.687,1.0028850379218568,0.7455529837767838,-0.1248445125365727,3.314629,54.30043,0.08283811,0.02606452,0.4561153,-0.01255465,1.17999997362494,1
-39.40825,0.4833338,-33.65209,1.0469260912081424,0.2136120203957806,-0.0418442355028041,6.628347,54.30766,0.1662264,0.05210018,0.4555427,-0.02509525,1.19999997317791,1
-39.36213,0.6833339,-33.61718,1.0051085310926524,0.364847961797015,0.0052694895228526,9.940783,54.31977,0.2502288,0.07808042,0.4545892,-0.03761376,1.21999997273088,1
-39.2369,0.2833335,-33.53522,1.0903300797991875,0.0797996544043889,0.1222760947774084,3.280272,53.54438,359.9829,0.02548647,0.4502635,-0.01302586,1.23999997228384,1
-39.19069,0.4833333,-33.50147,1.0370479425610384,0.2644891803453911,0.141742778402925,6.559632,53.5429,359.9656,0.05094477,0.4497102,-0.02603786,1.25999997183681,1
-39.04365,0.2833333,-33.40223,0.9742642223966058,0.4397701158836126,0.142838978856858,3.241852,52.49933,359.9296,0.02509801,0.442122,-0.01306159,1.27999997138977,1
-38.99804,0.4833335,-33.36877,1.0090472212275543,-0.0869427695027694,0.1930412397322634,6.482727,52.49332,359.8587,0.05016832,0.4415911,-0.02610899,1.29999997094274,1
-38.95243,0.6833335,-33.33533,0.9229725649497382,0.0695202172013476,0.1707590990094836,9.722651,52.48321,359.787,0.07519135,0.4407072,-0.03913151,1.3199999704957,1
-38.8273,0.2833333,-33.25201,0.9550013329155788,-0.2103008908645231,0.215850886087189,3.208179,50.61325,359.8379,0.02470203,0.4273303,-0.01324446,1.33999997004867,1
-38.78225,0.4833333,-33.21868,0.92636076783608,-0.020384931970078,0.2336485102164758,6.415387,50.59957,359.6748,0.04937739,0.4268267,-0.02647459,1.35999996960163,1
-38.63297,0.2833333,-33.11787,0.8924569682901193,0.1601222934745289,0.2392184769550773,3.316122,50.32033,359.81,0.02548474,0.4250149,-0.01380153,1.3799999691546,1
-38.5863,0.483333,-33.08347,0.835640174809356,0.1188283479717986,0.2318070537500851,6.631313,50.30375,359.6188,0.05094125,0.4244795,-0.02758767,1.39999996870756,1
-38.41128,0.2833333,-32.96518,0.768284036417775,0.0958289225993262,0.2098946138830548,3.531345,51.50742,359.8004,0.02699481,0.434345,-0.01495603,1.41999996826053,1
-38.36082,0.4833332,-32.92953,0.825345203409924,-0.3890680338610577,0.2621833058473761,7.061734,51.48886,359.5993,0.05395698,0.4337245,-0.02989388,1.43999996781349,1
-38.31039,0.6833336,-32.89389,0.7795550382872349,-0.1907882953183232,0.2570080688440335,10.59247,51.45743,359.3946,0.08086914,0.4326907,-0.04480907,1.45999996736646,1
-38.15945,0.2833338,-32.79374,0.7294185076227251,-0.0019172667036835,0.2430375807938922,3.560876,53.0069,359.8406,0.0271838,0.4460746,-0.01510916,1.47999996691942,1
-38.10815,0.4833334,-32.75858,0.659222876394729,-0.0348479159735494,0.2167035580701153,7.12103,52.99192,359.6796,0.05433459,0.4454272,-0.03020361,1.49999996647239,1
-37.93154,0.2833337,-32.64063,0.5809182715338466,-0.0494841913835699,0.1791689244777572,3.576656,54.19867,359.899,0.02737967,0.455337,-0.01500053,1.51999996602535,1
-37.87989,0.4833334,-32.60556,0.5060528768999291,-0.0991413571526374,0.1368627567276661,7.152496,54.18914,359.7971,0.05472625,0.4546713,-0.02998351,1.53999996557832,1
-37.82825,0.6833334,-32.57049,0.507572730124167,-0.157161768626371,0.1539313722726056,10.72725,54.17305,359.6936,0.08201118,0.4535628,-0.04493324,1.55999996513128,1
-37.67783,0.2833334,-32.4688,0.5032131749813757,-0.1968873142873061,0.163345192953205,3.599921,55.31359,0.03985254,0.02798262,0.4639355,-0.01427185,1.57999996468425,1
-37.62658,0.4833336,-32.43247,0.3821080014170164,0.2085581269370837,0.098326732738851,7.198994,55.31742,0.08056241,0.05593327,0.4632489,-0.02852205,1.59999996423721,1
-37.45116,0.2833335,-32.31374,0.3531389159598532,-0.0592409997963407,0.0916762292864987,3.550023,56.0041,0.08740367,0.02770657,0.4692569,-0.01386966,1.61999996379018,1
-37.40067,0.4833334,-32.27784,0.1770824498319356,0.1458342648232959,-0.013776050319155,7.09867,56.01228,0.1755154,0.05537614,0.4685813,-0.02772015,1.63999996334314,1
-37.35018,0.6833334,-32.24195,0.114304758203751,-0.0822395577391126,-0.0466811601134722,10.64628,56.02608,0.2649728,0.08298468,0.4674563,-0.04154009,1.65999996289611,1
-37.29971,0.8833335,-32.20608,0.0459699496794669,-0.3176314120715592,-0.0856423527182776,14.19283,56.04578,0.3564851,0.1105055,0.4658838,-0.05531636,1.67999996244907,1
-37.11469,0.2833333,-32.08354,-0.1391581305802773,0.1055850876487974,-0.2003467802077807,3.622972,57.02861,0.106808,0.02822135,0.4771135,-0.01427185,1.69999996200204,1
-37.06266,0.4833333,-32.04757,-0.2296355958769993,-0.1444425989265603,-0.2553788481873447,7.244896,57.0388,0.2144317,0.05640636,0.4763977,-0.02852546,1.719999961555,1
-36.894,0.2833337,-31.93501,-0.3159663865387969,-0.4017883265935393,-0.3098220449145543,3.641967,57.37547,0.1069696,0.02832404,0.4797671,-0.01443551,1.73999996110797,1
-36.84148,0.4833337,-31.89917,-0.4812765163962211,-0.0005246568005083,-0.412631377646246,7.282912,57.38574,0.2147823,0.05661162,0.4790398,-0.02885241,1.75999996066093,1
-36.78897,0.6833336,-31.86335,-0.478099442954452,-0.2725058198898403,-0.403906003606945,10.92278,57.40308,0.3243238,0.08483385,0.4778289,-0.04323608,1.7799999602139,1
-36.6464,0.2833331,-31.76908,-0.5869574622144746,-0.0716125123491159,-0.4677740239645693,3.613392,58.14069,0.1270968,0.02809446,0.4856107,-0.01434978,1.79999995976686,1
-36.59402,0.4833332,-31.73393,-0.5551858304848736,-0.3038681080852349,-0.4380969601056605,7.225645,58.15281,0.2551855,0.05615233,0.4848858,-0.02868073,1.81999995931983,1
-36.42607,0.2833335,-31.62247,-0.5200093651237374,-0.5434414593415605,-0.406122483813057,3.568712,59.59884,0.206748,0.02791667,0.4966746,-0.01390952,1.8399999588728,1
-36.3742,0.4833334,-31.58785,-0.5643162751156403,-0.1244054861424066,-0.4237618762899551,7.136353,59.61828,0.4150786,0.05579829,0.4959499,-0.0278013,1.85999995842576,1
-36.32234,0.6833334,-31.55325,-0.4756232391204165,-0.3786140308955803,-0.3556945971286396,10.70283,59.6511,0.6265988,0.08361724,0.4947432,-0.0416621,1.87999995797873,1
-36.18073,0.2833336,-31.45924,-0.4896455969750306,-0.1599483877152286,-0.3552567354818485,3.518517,60.3251,0.2522975,0.02764902,0.5021585,-0.01352263,1.89999995753169,1
-36.12958,0.4833335,-31.42502,-0.4855183582711007,0.0524451386648467,-0.3443879990177194,7.035972,60.34849,0.5064477,0.05526409,0.5014449,-0.02702857,1.91999995708466,1
-35.96242,0.2833333,-31.31342,-0.5249591766886255,0.0461730077515237,-0.3655485358014729,3.479956,60.39386,0.2803577,0.0274733,0.502676,-0.01315847,1.93999995663762,1
-35.91206,0.4833336,-31.27917,-0.5544543913202631,0.0613323651374384,-0.3814526507131006,6.958751,60.41956,0.5627235,0.05491268,0.5019764,-0.02630056,1.95999995619059,1
-35.86171,0.6833336,-31.24493,-0.4581151415419597,-0.3822703573739215,-0.3162342643744438,10.43583,60.46294,0.8494191,0.08228999,0.5008119,-0.03941069,1.97999995574355,1
-35.72127,0.2833333,-31.15105,-0.4638577317565726,-0.1395610803975259,-0.3180574784206733,3.431103,60.21619,0.2906426,0.02717005,0.5013408,-0.01282446,1.99999995529652,1
-35.67184,0.4833332,-31.11691,-0.4549516845773063,0.0968763743231175,-0.310581161333566,6.86077,60.24247,0.583482,0.05430584,0.5006621,-0.02563071,2.01999995484948,1
-35.62243,0.6833332,-31.08278,-0.4025562474474462,0.1146481173889932,-0.2731097663896342,10.28927,60.28677,0.8804762,0.08138483,0.4995322,-0.03841026,2.03999995440245,1
-35.42352,0.2833333,-30.95022,-0.3530361955950454,0.1538508920837781,-0.2361979014986737,3.391148,58.71668,0.1910529,0.02660593,0.4900118,-0.01305411,2.05999995395541,1
-35.37469,0.4833331,-30.91665,-0.2958318770026267,0.1611685537783547,-0.1928773454097054,6.78097,58.73373,0.3833011,0.05317807,0.4893664,-0.02609238,2.07999995350838,1
-35.32587,0.6833334,-30.88309,-0.243267806381759,0.1632595187274693,-0.1531545535353444,10.16968,58.76248,0.5782408,0.07969556,0.4882917,-0.03910362,2.09999995306134,1
-35.1936,0.2833332,-30.79493,-0.1875043602195418,0.1867810575897487,-0.1114357063447712,3.342505,57.50995,0.1333385,0.02612778,0.4808302,-0.01301044,2.11999995261431,1
-35.14566,0.4833333,-30.76164,-0.1412466873391586,0.2317338352465316,-0.0777754962520731,6.683597,57.52169,0.2675954,0.05222267,0.4802159,-0.0260039,2.13999995216727,1
-34.98923,0.2833331,-30.65734,-0.1003337212818387,0.2981173042509696,-0.0491456117873987,3.305675,56.24072,0.0431297,0.02561607,0.4711196,-0.01326284,2.15999995172024,1
-34.9417,0.4833329,-30.62466,-0.0541920715886803,0.3326158668980901,-0.0187407415665035,6.610367,56.24447,0.08651776,0.05120318,0.4705317,-0.02651085,2.1799999512732,1
-34.89419,0.6833329,-30.592,0.1045608403162603,-0.3584009617782363,0.0834029170579953,9.913805,56.25079,0.1303628,0.07673757,0.4695527,-0.03973264,2.19999995082617,1
-34.76173,0.2833333,-30.50457,0.1174266426603658,-0.1507127438205133,0.0896971706084741,3.266273,55.03052,359.9496,0.02507319,0.4618082,-0.01355595,2.21999995037913,1
-34.71453,0.4833333,-30.47264,0.1364199555152083,0.0496579594971007,0.0991107038010739,6.531591,55.02619,359.899,0.05011873,0.4612454,-0.02709689,2.2399999499321,1
-34.66734,0.6833334,-30.44071,0.1903688471182647,0.0303176584710289,0.1303872637720111,9.79567,55.01887,359.8475,0.07511317,0.4603085,-0.04061253,2.25999994948506,1
-34.478,0.283333,-30.31411,0.2346684740807632,0.0313626028638802,0.1542714705751002,3.225146,52.56768,359.8516,0.02465825,0.4426753,-0.01362205,2.27999994903803,1
-34.43176,0.4833332,-30.28196,0.279571573201359,-0.0005226998784068,0.1775912426058283,6.449253,52.5551,359.7023,0.04928926,0.4421484,-0.02722883,2.29999994859099,1
-34.26131,0.2833331,-30.167,0.313755638699714,-0.0386794733570304,0.1935451277883082,3.198139,50.97105,359.7898,0.02440092,0.430161,-0.01366262,2.31999994814396,1
-34.21566,0.4833332,-30.13471,0.3457402554783009,-0.0564505504961596,0.2076754417426514,6.395238,50.95336,359.5783,0.04877515,0.4296564,-0.02731032,2.33999994769692,1
-34.17003,0.6833334,-30.10242,0.3617650108084831,-0.053837394958182,0.211639857697687,9.591289,50.92359,359.3643,0.07310414,0.4288163,-0.04093216,2.35999994724989,1
-34.01686,0.2833335,-30.00055,0.3663770762442482,-0.0308387149636867,0.2085809156882945,3.54016,51.93205,359.7889,0.02696464,0.4376796,-0.01517934,2.37999994680285,1
-33.9659,0.4833335,-29.96533,0.3699787868849071,-0.0407704555554254,0.2055547385990834,7.079362,51.91236,359.5763,0.05389643,0.4370509,-0.03034047,2.39999994635582,1
-33.91496,0.6833335,-29.93012,0.4514639063317496,-0.0569747740607657,0.2557180927651394,10.61853,51.87909,359.3601,0.08077608,0.4360038,-0.04547497,2.41999994590878,1
-33.78816,0.2833333,-29.84708,0.5187296863737103,-0.0527934815147201,0.2980479826310791,3.578798,53.23349,359.8225,0.027223,0.4478446,-0.01537384,2.43999994546175,1
-33.73628,0.4833337,-29.81219,0.4435289936148194,0.3986495671996919,0.2470057166680703,7.156749,53.21672,359.6433,0.05441183,0.4471878,-0.03073191,2.45999994501472,1
-33.58571,0.2833333,-29.71268,0.4665503008313933,0.1789391214539005,0.2615371025170212,3.577388,54.37494,359.8723,0.02725597,0.4567114,-0.01525241,2.47999994456768,1
-33.53368,0.4833333,-29.67814,0.4793048540314544,-0.0459987909824836,0.2704178420406258,7.153717,54.36289,359.7434,0.05447675,0.4560432,-0.03048683,2.49999994412065,1
-33.48166,0.6833335,-29.64361,0.5178790790769625,-0.0371127171625343,0.297204701922567,10.72896,54.34255,359.6126,0.08163653,0.4549305,-0.04568695,2.51999994367361,1
-33.27141,0.2833333,-29.50311,0.5406643847813264,-0.0078411437145767,0.3137623990216163,3.596705,55.77522,0.01674977,0.02780586,0.4675042,-0.01454945,2.53999994322658,1
-33.21968,0.4833331,-29.46756,0.5591896497493138,-0.0114999063488034,0.3276117413710331,7.19255,55.77685,0.03410513,0.05557962,0.4668137,-0.02907745,2.55999994277954,1
-33.16798,0.683333,-29.43203,0.5125495568470022,-0.0214313726944138,0.2988952271891669,10.78735,55.77961,0.05172078,0.08329059,0.4656639,-0.04357272,2.57999994233251,1
-33.02663,0.2833333,-29.33749,0.4509146213053263,-0.0109770977478591,0.2609208327868728,3.548879,56.37952,0.07904339,0.02761774,0.4721478,-0.01401991,2.59999994188547,1
-32.97583,0.4833332,-29.30206,0.3857183366955681,-0.0334533968887067,0.2211276934701658,7.0964,56.38694,0.1588957,0.05519941,0.4714685,-0.02801929,2.61999994143844,1
-32.80729,0.2833334,-29.18973,0.3964656225475593,-0.0622023981728212,0.2320340385916282,3.613415,57.06435,0.0864624,0.0280589,0.4773937,-0.01439674,2.6399999409914,1
-32.75517,0.4833331,-29.15418,0.3953919071398495,-0.0705659772764508,0.2347707152652169,7.225853,57.07259,0.1736044,0.05608243,0.4766815,-0.02877524,2.65999994054437,1
-32.70308,0.6833332,-29.11864,0.2642436103753347,0.3683324388389123,0.1519086764003177,10.83774,57.08646,0.2618632,0.08404493,0.4754954,-0.04312507,2.67999994009733,1
-32.56034,0.2833331,-29.02394,0.2297143763304987,0.1360777483415202,0.1320757940456367,3.656004,57.46798,0.1061796,0.02841642,0.480473,-0.01452327,2.6999999396503,1
-32.50755,0.483333,-28.98806,0.1918857470558208,-0.1014039906821031,0.1099073940294523,7.310914,57.47821,0.213214,0.05679557,0.479739,-0.02902735,2.71999993920326,1
-32.45478,0.6833333,-28.9522,0.0608047399069278,0.3218134932926221,0.0275540956709612,10.9647,57.4955,0.3219742,0.08510837,0.4785171,-0.04349761,2.73999993875623,1
-32.25328,0.2833333,-28.81881,0.0989596419257061,0.0738767057183749,0.0583746822510704,3.621399,58.32983,0.1318877,0.02815209,0.4870496,-0.01439368,2.75999993830919,1
