pX,pY,pZ,aX,aY,aZ,reX,reY,reZ,rtX,rtY,rtZ,t,ID
-45.00955,0.2300002,-37.90419,3.2430333120378805,0.098477815770572,5.17944429442484,4.636579,359.1752,0.3944313,0.0404247,-0.007330727,0.003730289,2.07999995350838,7
-45.0185,0.4300001,-37.81921,3.467270188210684,-0.0359507127090393,5.388271648298172,8.811053,358.3692,0.7132468,0.07671762,-0.01466651,0.00729831,2.09999995306134,7
-45.11319,0.2833333,-37.43076,3.557388981736807,-0.3844786989688623,6.267404375409292,0.7710565,1.687993,0.2576923,0.006761063,0.01471448,0.00214938,2.11999995261431,7
-45.11707,0.4833333,-37.41792,3.604469715336528,-0.4932937756236209,6.997086631475781,1.474632,359.5399,0.4789226,0.01285124,-0.004068719,0.004230666,2.13999995216727,7
-45.12079,0.6833334,-37.40519,3.610502102166393,-0.3877299734118827,7.583505245365437,2.192634,357.3714,0.6687652,0.01899397,-0.02304426,0.006272295,2.15999995172024,7
-45.10525,0.2833333,-37.38827,3.577531924254856,-0.0920753519116127,8.03313801864882,0.890156,1.731613,0.3150818,0.007808629,0.01508873,0.002631828,2.1799999512732,7
-45.11043,0.4833332,-37.37154,3.693052103298889,-0.4833264400972566,8.372926079010831,1.834875,359.0644,0.6061785,0.01596767,-0.008248254,0.005419754,2.19999995082617,7
-45.11555,0.6833332,-37.35477,3.7666889658814497,-0.6274767816852764,8.579256852249024,2.786852,356.395,0.8532661,0.02407062,-0.03162537,0.008205071,2.21999995037913,7
-45.06005,0.2833332,-37.32193,3.945959756926477,-0.976737302700658,8.682058100469625,1.279832,2.385711,359.9128,0.01115015,0.02082495,-0.0009930861,2.2399999499321,7
-45.05708,0.4833332,-37.29942,4.073460249140673,-1.077294851438588,8.663049768544703,2.554719,359.7068,359.7663,0.02229738,-0.002512933,-0.001981663,2.25999994948506,7
-45.0541,0.6833333,-37.27692,4.150738338896225,-0.954482863624597,8.531781885484278,3.82413,357.0239,359.5605,0.03345366,-0.02582566,-0.002965025,2.27999994903803,7
-44.99684,0.2833332,-37.21571,4.324215941838752,-1.2729034781694035,8.277291958889563,2.529802,3.182586,0.1059796,0.02209205,0.02774254,0.0003112504,2.29999994859099,7
-44.99482,0.4833332,-37.16891,4.4432084532119305,-1.3386482647052116,7.92913241350378,5.188678,0.9593742,0.08919611,0.04526919,0.008328207,0.0003986043,2.31999994814396,7
-44.90527,0.2833331,-37.08584,4.509325378937213,-1.177051443886901,7.497968470422926,3.732616,5.668576,0.02258617,0.03253736,0.04941484,-0.001413623,2.33999994769692,7
-44.8979,0.4833331,-37.02057,4.728448244338786,-1.4527140341189353,6.983293479962285,7.467489,3.438483,359.899,0.06506428,0.02999562,-0.002833089,2.35999994724989,7
-44.89053,0.683333,-36.95532,4.881037465803843,-1.471728322185399,6.40231002707462,11.19686,1.178368,359.6259,0.09751654,0.01055241,-0.004252344,2.37999994680285,7
-44.88316,0.8833328,-36.8901,4.969448354107016,-1.2594278852907572,5.767141994694562,14.91465,358.8677,359.1965,0.1298469,-0.00888689,-0.005669459,2.39999994635582,7
-44.7441,0.2833331,-36.83615,5.120173912835455,-1.480416056640578,5.057588663928442,3.931726,7.271519,0.07389499,0.03427587,0.06335399,-0.001532157,2.41999994590878,7
-44.73534,0.4833331,-36.7678,5.201797967391975,-1.440783323866773,4.315867255481031,7.864727,5.054177,-0.004807165,0.06851028,0.04399079,-0.003065569,2.43999994546175,7
-44.60196,0.2833333,-36.69604,5.218172299417887,-1.1658637993370762,3.557677410602629,3.470813,10.25949,0.07615085,0.03022201,0.08935032,-0.002046151,2.45999994501472,7
-44.59128,0.4833335,-36.63631,5.362412433788201,-1.320258726132181,2.844116035399232,6.941081,8.049602,0.01832297,0.06039723,0.0700499,-0.004089658,2.47999994456768,7
-44.58062,0.6833336,-36.5766,5.428544396006856,-1.210060269420032,2.1319225193861726,10.40678,5.81769,359.823,0.09049645,0.05067787,-0.006138906,2.49999994412065,7
-44.45096,0.2833333,-36.52786,5.577825676007876,-1.2874789791390444,1.4397566196444913,3.596287,11.94348,0.07122651,0.03127272,0.1039672,-0.002646647,2.51999994367361,7
-44.43798,0.4833333,-36.46642,5.640783509358961,-1.0987010478504171,0.7661293661305351,7.191646,9.739069,0.003978723,0.06249433,0.08471785,-0.005289404,2.53999994322658,7
-44.42501,0.6833338,-36.405,5.622808600963147,-0.6690606135344509,0.126962802552967,10.78066,7.510608,359.7955,0.09362205,0.06537303,-0.007925347,2.55999994277954,7
-44.31432,0.2833328,-36.1839,5.655849866816283,-0.6631603311863907,-0.459606620571904,9.826454,16.81769,5.288205,0.09135735,0.1416347,0.032957,2.57999994233251,7
-44.34682,0.4833328,-36.01165,5.604280086509277,-0.3870910491049034,-0.982167311030917,18.51887,15.99215,9.769703,0.1704529,0.1232256,0.06092538,2.59999994188547,7
-44.41215,0.2833334,-35.26462,5.485680675772464,-0.1062824783906933,-1.5261821854858049,3.97182,23.55077,1.308378,0.03625087,0.2035523,0.004098995,2.61999994143844,7
-44.40322,0.4833336,-35.20536,5.605373499201079,-0.096873836849897,-2.437055138440712,7.272287,23.77447,2.191397,0.0659797,0.2043472,0.005613357,2.6399999409914,7
-44.39428,0.6833336,-35.14612,5.663076583337471,-0.0618529720162995,-3.318805086605714,10.56984,24.05231,3.099084,0.09566438,0.2049605,0.007150845,2.65999994054437,7
-44.38532,0.8833339,-35.08692,5.667663802840529,-0.0545352809631002,-4.158401270507568,13.8635,24.38797,4.037992,0.125278,0.2053921,0.008708314,2.67999994009733,7
-44.20261,0.283333,-35.00888,5.710787560325997,-0.048263025645878,-4.949346522338367,3.184706,33.70146,0.5341644,0.02794553,0.2896403,-0.003595568,2.6999999396503,7
-44.17942,0.4833334,-34.9574,5.709020676504366,-0.0163782012661983,-5.6804984693291125,6.367019,33.88344,1.078918,0.05586103,0.2904361,-0.007189173,2.71999993920326,7
-44.01917,0.2833329,-34.88588,5.672582835765532,-0.0121964306188973,-6.339152659597339,3.147467,40.62149,0.6003351,0.02757325,0.3468409,-0.004621424,2.73999993875623,7
-43.99125,0.4833326,-34.83734,5.711712356950031,-0.0090606277346091,-6.914065010604581,6.295258,40.80795,1.209051,0.05513373,0.3475488,-0.009268332,2.75999993830919,7
-43.96338,0.6833326,-34.78881,5.699883976831686,0.0196877847218119,-7.404451429323178,9.442244,41.02921,1.830131,0.08265418,0.3479815,-0.01393341,2.77999993786216,7
-43.79995,0.283333,-34.75975,5.646846735810293,0.0207330495331062,-7.796593563390132,3.295165,47.10719,0.4562366,0.0279465,0.3993334,-0.00784112,2.79999993741512,7
-43.76323,0.483333,-34.71477,5.590399181461912,0.0207333316198161,-8.11193246818274,6.589918,47.28304,0.9192798,0.05586231,0.3999147,-0.01571124,2.81999993696809,7
-43.72652,0.6833326,-34.6698,5.498682703869463,0.0463461443501333,-8.339982480640753,9.882252,47.48719,1.396282,0.08372349,0.4001576,-0.02356625,2.83999993652105,7
-43.49859,0.2833336,-34.63553,5.278468420768618,0.5244474102556307,-8.51582332205712,3.305262,54.61914,0.3701165,0.02710649,0.458522,-0.01036292,2.85999993607402,7
-43.45531,0.4833336,-34.59687,5.181414127353072,0.3366216278091235,-8.591581880923211,6.609408,54.78719,0.7463646,0.05417263,0.4589923,-0.02074914,2.87999993562698,7
-43.41203,0.6833338,-34.55822,5.045716411401749,0.1487958112996436,-8.589550839188753,9.9114,54.9785,1.135457,0.08118509,0.4590749,-0.03111503,2.89999993517995,7
