pX,pY,pZ,aX,aY,aZ,reX,reY,reZ,rtX,rtY,rtZ,t,ID
-42.08181,0.23,-38.99975,3.3865693534489694,0.0159155135492455,5.845221722958371,0.01398474,0.008369636,3.976755,0.0001245006,6.876048e-05,0.03469676,2.2399999499321,9
-42.158,0.4299998,-38.99955,3.725743487543781,-0.1196633267241697,6.173410069414508,0.01415126,0.02373598,7.794369,0.0001372857,0.0001982632,0.06796624,2.25999994948506,9
-42.18546,0.6299999,-38.98974,4.0164025320033545,-0.0416992967870885,6.439641702851617,0.5488403,0.7110759,9.199562,0.005271625,0.005801123,0.08016303,2.27999994903803,9
-42.24255,0.2833333,-38.99033,4.353856425026443,-0.4147950916217194,6.695059144138767,0.3004714,1.785406,359.1604,0.002507567,0.01559871,-0.007366564,2.29999994859099,9
-42.23976,0.4833333,-38.98564,4.633705877143981,-0.5450418113836496,6.881689723801678,0.5676328,2.055315,359.0054,0.004796859,0.01797714,-0.008766983,2.31999994814396,9
-42.18975,0.2833334,-38.95287,4.856885773195387,-0.4577733667634253,7.001030705477383,0.8084123,3.468616,359.7158,0.00697636,0.03028141,-0.002692355,2.33999994769692,9
-42.18502,0.4833333,-38.93974,5.172264943731491,-0.8175921048827719,7.155266719186152,1.562285,3.629335,359.5984,0.01351519,0.03171125,-0.003934559,2.35999994724989,9
-42.17967,0.6833333,-38.92627,5.417651458279238,-0.9305893510962102,7.23164849976483,2.339674,3.767323,359.3649,0.0202226,0.03297592,-0.006209295,2.37999994680285,9
-42.17439,0.8833334,-38.91278,5.594926472784231,-0.8220988950008566,7.233339225401991,3.119515,3.906327,359.1264,0.02694321,0.0342763,-0.008543931,2.39999994635582,9
-42.11716,0.2833333,-38.84974,5.797024542781529,-1.156723936425271,7.202724706735346,1.36983,8.333344,359.455,0.01157644,0.07270876,-0.005612007,2.41999994590878,9
-42.10403,0.4833334,-38.82724,5.926238872925694,-1.2405553770712,7.097565952377245,2.7442,8.180289,358.92,0.02321127,0.07152737,-0.01110614,2.43999994546175,9
-42.03462,0.2833332,-38.74223,5.985197861455916,-1.0989259851693016,6.922284039902436,2.662552,10.93245,359.7021,0.0228798,0.09529302,-0.004799818,2.45999994501472,9
-42.0214,0.4833332,-38.69754,6.117631517066101,-1.3964384839278825,6.769199119432088,5.317715,10.12072,359.3923,0.04574045,0.08835397,-0.009368338,2.47999994456768,9
-42.00796,0.6833334,-38.65289,6.170486203207624,-1.439184534278359,6.542827670997859,7.960816,9.291636,359.0848,0.06853973,0.08135064,-0.0135636,2.49999994412065,9
-41.9502,0.2833336,-38.55779,6.265476733527109,-1.6793735959698035,6.329830983208026,3.976994,13.80188,359.9156,0.03435898,0.1201062,-0.004900288,2.51999994367361,9
-41.93192,0.4833333,-38.48994,6.274840078284456,-1.6631931415819547,6.044395125265417,7.989604,12.64203,359.7242,0.06897789,0.1099977,-0.01005651,2.53999994322658,9
-41.91341,0.6833334,-38.42217,6.203082472484596,-1.4159766298393746,5.693505567700733,11.99775,11.4611,359.4813,0.1035361,0.09977324,-0.01491456,2.55999994277954,9
-41.81873,0.283333,-38.29479,6.155303796427724,-1.6023271820776908,5.342327816484215,4.197014,19.1571,0.1508663,0.03632605,0.1662403,-0.004795827,2.57999994233251,9
-41.79643,0.483333,-38.22482,6.024553879624968,-1.5283349929524053,4.931947426301875,8.397272,18.02798,0.2182472,0.07260773,0.1561171,-0.009594901,2.59999994188547,9
-41.69202,0.2833339,-38.09067,5.816324039067567,-1.2193344528234338,4.470539440756312,3.734478,23.11979,0.1581328,0.03219912,0.2002415,-0.005178251,2.61999994143844,9
-41.66834,0.4833339,-38.02993,5.691578265576737,-1.339928335165923,4.061802967937915,7.470284,21.99393,0.2429448,0.06435155,0.1902158,-0.01034997,2.6399999409914,9
-41.64466,0.6833341,-37.96921,5.483475991285189,-1.1962071665533418,3.6057157928646646,11.20465,20.8625,0.2526606,0.09640692,0.1799786,-0.01551712,2.65999994054437,9
